trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999987662997035}",30,2,-116.09102881405063,"{0: 14, 1: 2, 2: 12, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9999950652018582}",30,0,-139.98141279328834,"{0: 13, 1: 6, 2: 10, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.999988896715596}",25,0,-64.05293318123444,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9999802608561371}",30,0,-126.22070074946363,"{0: 14, 1: 6, 2: 9, 3: 1, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.9999691576447897}",20,0,-97.49388231874674,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9999555871089498}",25,0,-152.39035310262483,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9999395492821014}",20,7,-20.688703976502904,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.9999210442038161}",35,5,-181.59043751947402,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",1
9,False,"{'a': 0.5, 'e': 0.9999000719197535}",35,0,-151.44306459215116,"{0: 22, 1: 2, 2: 9, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9998766324816606}",25,0,-21.420647927234732,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9998507259473718}",20,0,-66.87346363170288,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.999822352380809}",20,5,-99.10142601436108,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 2}",1
13,False,"{'a': 0.5, 'e': 0.9997915118519811}",20,0,-139.59496274108022,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.999758204436984}",25,0,-110.2326504903174,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9997224302180006}",30,0,-130.94901430627928,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9996841892832999}",20,0,-97.88087193321104,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.999643481727238}",20,0,-67.24856154933974,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9996003076502565}",25,0,-135.50142529606757,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9995546671588833}",20,11,-12.139574474302043,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.9995065603657316}",20,0,-38.67785482110468,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.9994559873895001}",35,0,-88.0862657606142,"{0: 24, 1: 5, 2: 5, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9994029483549729}",35,0,-118.24590535393156,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9993474433930183}",25,0,-61.829410173441744,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.9992894726405892}",25,0,-125.63314191619176,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9992290362407229}",20,0,-78.84964075171735,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9991661343425401}",30,0,-148.65869643239824,"{0: 15, 1: 3, 2: 11, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.999100767101245}",30,0,-175.59698773324922,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.9990329346781247}",25,0,-114.31904024933922,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9989626372405491}",20,0,-91.88110007765987,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.99888987496197}",20,0,-158.56386430468487,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.9988146480219211}",25,0,-100.5363332898243,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.9987369566060175}",20,1,-59.148753875314945,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.998656800905955}",30,0,-81.7510754474556,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.9985741811195098}",25,0,-68.44197497701454,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9984890974505379}",20,0,-181.09891242755694,"{0: 9, 1: 2, 2: 4, 3: 3, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.998401550108975}",20,0,-125.50116525442817,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9983115393108354}",20,0,-31.678125839258726,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9982190652782118}",20,0,-130.14375312713216,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9981241282392745}",20,0,-204.32931227825284,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.9980267284282716}",20,0,-69.77671697848801,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.997926866085527}",30,0,-124.36108123823075,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.9978245414574415}",20,0,-11.014922659955932,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.9977197547964907}",25,0,-155.43756505715237,"{0: 13, 1: 7, 2: 1, 3: 2, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9976125063612252}",25,0,-74.25527929890175,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.99750279641627}",25,0,-93.77111878800821,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.9973906252323237}",30,0,-197.58992174519653,"{0: 15, 1: 7, 2: 4, 3: 1, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.9972759930861571}",20,0,-123.77507049043284,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.9971589002606139}",20,0,-95.47157612081577,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.997039347044609}",30,0,-295.46285027669984,"{0: 15, 1: 0, 2: 7, 3: 4, 4: 4}",0
50,False,"{'a': 0.5, 'e': 0.996917333733128}",35,0,-192.20797107772538,"{0: 20, 1: 4, 2: 6, 3: 3, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.9967928606272266}",20,7,-120.7528552159236,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 2}",1
52,False,"{'a': 0.5, 'e': 0.9966659280340299}",25,0,-141.69192254100795,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9965365362667313}",20,0,-115.98911291253876,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9964046856445924}",30,0,-126.5961084008543,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.9962703764929413}",25,0,-107.11170790666135,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9961336091431725}",20,0,-25.852257598091143,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.9959943839327459}",25,0,-8.364356776380111,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.9958527012051857}",20,0,-171.7655384508848,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9957085613100801}",20,0,-106.50197573865421,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.99556196460308}",20,0,-96.00938653540167,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9954129114458982}",25,0,-141.09882672364418,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9952614022063083}",20,0,-191.22085916616842,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
63,False,"{'a': 0.5, 'e': 0.9951074372581447}",20,0,-165.0316310703088,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.9949510169813002}",25,0,-176.23235971902238,"{0: 10, 1: 5, 2: 7, 3: 1, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9947921417617265}",20,0,-93.2310965563907,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9946308119914323}",20,8,-4.899944401767783,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.994467028068483}",20,0,-107.00621085041517,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9943007903969989}",20,0,-94.61755074005617,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9941320993871551}",20,5,-67.83699100600222,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.9939609554551797}",20,0,-113.04231828050659,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.9937873590233535}",20,0,-74.59130949343162,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9936113105200084}",25,0,-102.91646781334708,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9934328103795266}",25,13,-16.39152879571861,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.9932518590423394}",25,0,-76.11916050070212,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.9930684569549263}",30,0,-159.66120943239693,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
76,False,"{'a': 0.5, 'e': 0.9928826045698137}",25,0,-171.50559788785918,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.9926943023455738}",30,0,-87.59870594361776,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9925035507468237}",30,0,-182.2249841833463,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.9923103502442241}",20,0,-54.026693755254165,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.9921147013144779}",20,0,-149.9686361280722,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.9919166044403294}",25,0,-100.62028194298941,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9917160601105629}",20,0,-86.23497911595805,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9915130688200017}",20,4,-87.2650280027497,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.9913076310695066}",25,0,-115.29855226828626,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9910997473659748}",20,0,-147.65363030747199,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.9908894182223387}",30,0,-152.4925024160655,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.9906766441575645}",20,0,-159.74966968745383,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9904614256966512}",20,9,-93.05607036529352,"{0: 5, 1: 0, 2: 4, 3: 1, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.9902437633706288}",20,0,-94.73192582919707,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9900236577165575}",25,0,-300.0058122620667,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 6}",0
91,False,"{'a': 0.5, 'e': 0.9898011092775262}",20,0,-26.52517653696398,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9895761186026509}",30,0,-214.72638430463607,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
93,False,"{'a': 0.5, 'e': 0.989348686247074}",20,0,-19.653323741288315,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.9891188127719618}",25,0,-138.05379104933178,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9888864987445046}",20,8,-53.74520110877258,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.9886517447379141}",25,0,-91.68522889484957,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9884145513314223}",35,0,-219.082221472239,"{0: 24, 1: 1, 2: 4, 3: 2, 4: 4}",1
98,False,"{'a': 0.5, 'e': 0.9881749191102805}",20,0,-141.78263308246406,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9879328486657574}",30,0,-81.27455994190268,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9876883405951378}",20,0,-267.9805784045254,"{0: 7, 1: 1, 2: 5, 3: 3, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9874413955017208}",20,0,-90.55530283144573,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9871920139948192}",30,6,-75.6956026036946,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.9869401966897569}",25,0,-88.78515567746075,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.986685944207868}",20,0,-123.23358998390653,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.9864292571764954}",20,0,-156.60659675821665,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.9861701362289889}",25,0,-152.46469996509077,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9859085820047033}",25,0,-48.80218597472096,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.985644595148998}",25,0,-45.70843057113022,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.9853781763132342}",20,0,-172.7523647777468,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.9851093261547739}",30,0,-100.9670095394572,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9848380453369782}",35,0,-152.84523868019966,"{0: 25, 1: 3, 2: 3, 3: 1, 4: 3}",0
112,False,"{'a': 0.5, 'e': 0.9845643345292053}",20,0,-62.477723388652244,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9842881944068098}",20,0,-165.88401196132435,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9840096256511397}",25,0,-140.95637122075826,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.9837286289495359}",20,0,-63.608780985339294,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9834452049953297}",25,0,-16.015054006726835,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.9831593544878415}",25,0,-65.51425835491878,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.9828710781323792}",25,0,-177.60560721139365,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9825803766402359}",25,9,-98.99797486171363,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.9822872507286887}",20,0,-174.84719156300562,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
121,False,"{'a': 0.5, 'e': 0.9819917011209965}",20,0,-94.31253298210746,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9816937285463989}",20,0,-84.23242160769662,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.9813933337401133}",25,0,-154.68711456721965,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
124,False,"{'a': 0.5, 'e': 0.9810905174433341}",20,0,-87.48658110393066,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9807852804032304}",30,0,-251.73551697848075,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 5}",0
126,False,"{'a': 0.5, 'e': 0.9804776233729444}",25,0,-102.79294293895622,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.980167547111589}",20,0,-90.46189089732879,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.9798550523842469}",35,0,-164.9294328477438,"{0: 19, 1: 4, 2: 9, 3: 2, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.9795401399619674}",25,0,-154.35566005915956,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9792228106217657}",30,0,-155.42401636582758,"{0: 17, 1: 6, 2: 3, 3: 2, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9789030651466206}",20,0,-125.20914258233668,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9785809043254721}",30,0,-136.96769653721825,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.97825632895322}",25,0,-137.65018125811494,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.9779293398307218}",20,0,-45.57010695932053,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.9775999377647907}",25,0,-266.1090100742196,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 5}",0
136,False,"{'a': 0.5, 'e': 0.9772681235681935}",30,0,-45.22159342800782,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.9769338980596487}",25,0,-175.63508861314594,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.9765972620638246}",20,0,-56.43655859531706,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.976258216411337}",20,0,-87.38279526740077,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9759167619387474}",30,0,-124.2738482027012,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9755728994885607}",30,0,-285.52403084708305,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 6}",0
142,False,"{'a': 0.5, 'e': 0.9752266299092234}",20,0,-88.53345260492661,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9748779540551212}",30,0,-125.97706431693454,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.9745268727865771}",20,0,-54.80615223509256,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9741733869698493}",25,0,-39.65839476259509,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.9738174974771289}",30,0,-67.01427383074704,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.9734592051865377}",20,0,-123.8870510043926,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.9730985109821265}",20,15,3.4217891198880697,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.9727354157538723}",25,7,-49.779436385029236,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.9723699203976766}",25,0,-217.98428720464585,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.9720020258153627}",25,0,-234.37563585342747,"{0: 12, 1: 1, 2: 6, 3: 3, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.971631732914674}",30,0,-51.492262029729936,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.9712590426092713}",20,0,-70.57450326565275,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.970883955818731}",25,0,-137.7243076003264,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.9705064734685425}",30,0,-94.86206522840503,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9701265964901058}",20,0,-111.09537535679566,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9697443258207298}",25,0,-123.27577841191015,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.9693596624036293}",25,0,-103.2840392485365,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.968972607187923}",25,14,-53.54738190790869,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.9685831611286311}",25,0,-106.74945630648273,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.9681913251866732}",25,11,-98.95613929363626,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
162,False,"{'a': 0.5, 'e': 0.9677971003288655}",20,0,-83.67124721255797,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9674004875279185}",25,4,-59.40897264791656,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
164,False,"{'a': 0.5, 'e': 0.9670014877624351}",20,0,-60.30565721870627,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.9666001020169073}",25,0,-167.61437754802674,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.9661963312817148}",20,0,-116.1197214858291,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9657901765531215}",25,0,-134.43271951055863,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9653816388332739}",20,0,-115.51461325857828,"{0: 9, 1: 3, 2: 5, 3: 3, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.9649707191301983}",30,0,-122.67435456649835,"{0: 18, 1: 6, 2: 3, 3: 2, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9645574184577981}",20,0,-102.70286050337681,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9641417378358517}",25,2,-159.87578910175182,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 2}",1
172,False,"{'a': 0.5, 'e': 0.9637236782900097}",20,0,-112.52382582112901,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9633032408517925}",20,0,-39.87422585086275,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.9628804265585875}",25,0,-49.316589487315774,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.9624552364536473}",25,0,-117.58199867781249,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9620276715860859}",20,0,-40.70403890706879,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.9615977330108771}",25,0,-136.84337464909152,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.9611654217888519}",30,0,-162.08125143965685,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.960730738986695}",20,0,-106.7655900715199,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.9602936856769431}",20,0,-205.90466579418634,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
181,False,"{'a': 0.5, 'e': 0.9598542629379817}",25,0,-137.3881889637762,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9594124718540429}",25,0,-117.99821023189376,"{0: 17, 1: 2, 2: 1, 3: 4, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9589683135152021}",25,0,-87.60209334635479,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9585217890173758}",30,0,-217.32543567687577,"{0: 17, 1: 1, 2: 7, 3: 2, 4: 3}",0
